Domain,Area,Element,Item,Year,Unit,Value
"Crops","China, mainland","Yield","Wheat","2015","hg/ha","53927"
"Crops","China, mainland","Yield","Wheat","2016","hg/ha","53965"
"Crops","China, mainland","Yield","Wheat","2017","hg/ha","54841"
"Crops","China, mainland","Yield","Wheat","2018","hg/ha","54166"
"Crops","China, mainland","Yield","Wheat","2019","hg/ha","56298"
"Crops","China, Taiwan Province of","Yield","Cassava","1961","hg/ha","161174"
"Crops","China, Taiwan Province of","Yield","Cassava","1962","hg/ha","149025"
"Crops","China, Taiwan Province of","Yield","Cassava","1963","hg/ha","125250"
"Crops","China, Taiwan Province of","Yield","Cassava","1964","hg/ha","139677"
"Crops","China, Taiwan Province of","Yield","Cassava","1965","hg/ha","143847"
"Crops","China, Taiwan Province of","Yield","Cassava","1966","hg/ha","151567"
"Crops","China, Taiwan Province of","Yield","Cassava","1967","hg/ha","156587"
"Crops","China, Taiwan Province of","Yield","Cassava","1968","hg/ha","162835"
"Crops","China, Taiwan Province of","Yield","Cassava","1969","hg/ha","146077"
"Crops","China, Taiwan Province of","Yield","Cassava","1970","hg/ha","148958"
"Crops","China, Taiwan Province of","Yield","Cassava","1971","hg/ha","147209"
"Crops","China, Taiwan Province of","Yield","Cassava","1972","hg/ha","156178"
"Crops","China, Taiwan Province of","Yield","Cassava","1973","hg/ha","158829"
"Crops","China, Taiwan Province of","Yield","Cassava","1974","hg/ha","159584"
"Crops","China, Taiwan Province of","Yield","Cassava","1975","hg/ha","150360"
"Crops","China, Taiwan Province of","Yield","Cassava","1976","hg/ha","162916"
"Crops","China, Taiwan Province of","Yield","Cassava","1977","hg/ha","155804"
"Crops","China, Taiwan Province of","Yield","Cassava","1978","hg/ha","150076"
"Crops","China, Taiwan Province of","Yield","Cassava","1979","hg/ha","153052"
"Crops","China, Taiwan Province of","Yield","Cassava","1980","hg/ha","149381"
"Crops","China, Taiwan Province of","Yield","Cassava","1981","hg/ha","140252"
"Crops","China, Taiwan Province of","Yield","Cassava","1982","hg/ha","141467"
"Crops","China, Taiwan Province of","Yield","Cassava","1983","hg/ha","147995"
"Crops","China, Taiwan Province of","Yield","Cassava","1984","hg/ha","144694"
"Crops","China, Taiwan Province of","Yield","Cassava","1985","hg/ha","147463"
"Crops","China, Taiwan Province of","Yield","Cassava","1986","hg/ha","130006"
"Crops","China, Taiwan Province of","Yield","Cassava","1987","hg/ha","140635"
"Crops","China, Taiwan Province of","Yield","Cassava","1988","hg/ha","142899"
"Crops","China, Taiwan Province of","Yield","Cassava","1989","hg/ha","145282"
"Crops","China, Taiwan Province of","Yield","Cassava","1990","hg/ha","140152"
"Crops","China, Taiwan Province of","Yield","Cassava","1991","hg/ha","129540"
"Crops","China, Taiwan Province of","Yield","Cassava","1992","hg/ha","157657"
"Crops","China, Taiwan Province of","Yield","Cassava","1993","hg/ha","173144"
"Crops","China, Taiwan Province of","Yield","Cassava","1994","hg/ha","173946"
"Crops","China, Taiwan Province of","Yield","Cassava","1995","hg/ha","172210"
"Crops","China, Taiwan Province of","Yield","Cassava","1996","hg/ha","189226"
"Crops","China, Taiwan Province of","Yield","Cassava","1997","hg/ha","184312"
"Crops","China, Taiwan Province of","Yield","Cassava","1998","hg/ha","121402"
"Crops","China, Taiwan Province of","Yield","Cassava","1999","hg/ha","186611"
"Crops","China, Taiwan Province of","Yield","Cassava","2000","hg/ha","178225"
"Crops","China, Taiwan Province of","Yield","Cassava","2001","hg/ha","188519"
"Crops","China, Taiwan Province of","Yield","Cassava","2002","hg/ha","207243"
"Crops","China, Taiwan Province of","Yield","Cassava","2003","hg/ha","219080"
"Crops","China, Taiwan Province of","Yield","Cassava","2004","hg/ha","204081"
"Crops","China, Taiwan Province of","Yield","Cassava","2005","hg/ha","207156"
"Crops","China, Taiwan Province of","Yield","Cassava","2006","hg/ha","202938"
"Crops","China, Taiwan Province of","Yield","Cassava","2007","hg/ha","199534"
"Crops","China, Taiwan Province of","Yield","Cassava","2008","hg/ha","213602"
"Crops","China, Taiwan Province of","Yield","Cassava","2009","hg/ha","204026"
"Crops","China, Taiwan Province of","Yield","Cassava","2010","hg/ha","208977"
"Crops","China, Taiwan Province of","Yield","Cassava","2011","hg/ha","234425"
"Crops","China, Taiwan Province of","Yield","Cassava","2012","hg/ha","234759"
"Crops","China, Taiwan Province of","Yield","Cassava","2013","hg/ha","244656"
"Crops","China, Taiwan Province of","Yield","Cassava","2014","hg/ha","252737"
"Crops","China, Taiwan Province of","Yield","Cassava","2015","hg/ha","252121"
"Crops","China, Taiwan Province of","Yield","Cassava","2016","hg/ha","207742"
"Crops","China, Taiwan Province of","Yield","Cassava","2017","hg/ha","214446"
"Crops","China, Taiwan Province of","Yield","Cassava","2018","hg/ha","208314"
"Crops","China, Taiwan Province of","Yield","Cassava","2019","hg/ha","210741"
"Crops","China, Taiwan Province of","Yield","Maize","1961","hg/ha","18061"
"Crops","China, Taiwan Province of","Yield","Maize","1962","hg/ha","20147"
"Crops","China, Taiwan Province of","Yield","Maize","1963","hg/ha","17974"
"Crops","China, Taiwan Province of","Yield","Maize","1964","hg/ha","21034"
"Crops","China, Taiwan Province of","Yield","Maize","1965","hg/ha","22068"
"Crops","China, Taiwan Province of","Yield","Maize","1966","hg/ha","21506"
"Crops","China, Taiwan Province of","Yield","Maize","1967","hg/ha","29964"
"Crops","China, Taiwan Province of","Yield","Maize","1968","hg/ha","22740"
"Crops","China, Taiwan Province of","Yield","Maize","1969","hg/ha","23519"
"Crops","China, Taiwan Province of","Yield","Maize","1970","hg/ha","25518"
"Crops","China, Taiwan Province of","Yield","Maize","1971","hg/ha","25507"
"Crops","China, Taiwan Province of","Yield","Maize","1972","hg/ha","27395"
"Crops","China, Taiwan Province of","Yield","Maize","1973","hg/ha","27573"
"Crops","China, Taiwan Province of","Yield","Maize","1974","hg/ha","27582"
"Crops","China, Taiwan Province of","Yield","Maize","1975","hg/ha","27733"
"Crops","China, Taiwan Province of","Yield","Maize","1976","hg/ha","27580"
"Crops","China, Taiwan Province of","Yield","Maize","1977","hg/ha","26351"
"Crops","China, Taiwan Province of","Yield","Maize","1978","hg/ha","28987"
"Crops","China, Taiwan Province of","Yield","Maize","1979","hg/ha","29121"
"Crops","China, Taiwan Province of","Yield","Maize","1980","hg/ha","28782"
"Crops","China, Taiwan Province of","Yield","Maize","1981","hg/ha","27298"
"Crops","China, Taiwan Province of","Yield","Maize","1982","hg/ha","30278"
"Crops","China, Taiwan Province of","Yield","Maize","1983","hg/ha","44898"
"Crops","China, Taiwan Province of","Yield","Maize","1984","hg/ha","46020"
"Crops","China, Taiwan Province of","Yield","Maize","1985","hg/ha","44829"
"Crops","China, Taiwan Province of","Yield","Maize","1986","hg/ha","42906"
"Crops","China, Taiwan Province of","Yield","Maize","1987","hg/ha","45715"
"Crops","China, Taiwan Province of","Yield","Maize","1988","hg/ha","45411"
"Crops","China, Taiwan Province of","Yield","Maize","1989","hg/ha","47043"
"Crops","China, Taiwan Province of","Yield","Maize","1990","hg/ha","48529"
"Crops","China, Taiwan Province of","Yield","Maize","1991","hg/ha","50474"
"Crops","China, Taiwan Province of","Yield","Maize","1992","hg/ha","50991"
"Crops","China, Taiwan Province of","Yield","Maize","1993","hg/ha","52840"
"Crops","China, Taiwan Province of","Yield","Maize","1994","hg/ha","51481"
"Crops","China, Taiwan Province of","Yield","Maize","1995","hg/ha","51613"
"Crops","China, Taiwan Province of","Yield","Maize","1996","hg/ha","54109"
"Crops","China, Taiwan Province of","Yield","Maize","1997","hg/ha","54589"
"Crops","China, Taiwan Province of","Yield","Maize","1998","hg/ha","57234"
"Crops","China, Taiwan Province of","Yield","Maize","1999","hg/ha","57725"
"Crops","China, Taiwan Province of","Yield","Maize","2000","hg/ha","59205"
"Crops","China, Taiwan Province of","Yield","Maize","2001","hg/ha","58334"
"Crops","China, Taiwan Province of","Yield","Maize","2002","hg/ha","69641"
"Crops","China, Taiwan Province of","Yield","Maize","2003","hg/ha","68090"
"Crops","China, Taiwan Province of","Yield","Maize","2004","hg/ha","67193"
"Crops","China, Taiwan Province of","Yield","Maize","2005","hg/ha","63108"
"Crops","China, Taiwan Province of","Yield","Maize","2006","hg/ha","65297"
"Crops","China, Taiwan Province of","Yield","Maize","2007","hg/ha","61302"
"Crops","China, Taiwan Province of","Yield","Maize","2008","hg/ha","62163"
"Crops","China, Taiwan Province of","Yield","Maize","2009","hg/ha","64438"
"Crops","China, Taiwan Province of","Yield","Maize","2010","hg/ha","64802"
"Crops","China, Taiwan Province of","Yield","Maize","2011","hg/ha","67732"
"Crops","China, Taiwan Province of","Yield","Maize","2012","hg/ha","63193"
"Crops","China, Taiwan Province of","Yield","Maize","2013","hg/ha","63255"
"Crops","China, Taiwan Province of","Yield","Maize","2014","hg/ha","61396"
"Crops","China, Taiwan Province of","Yield","Maize","2015","hg/ha","59574"
"Crops","China, Taiwan Province of","Yield","Maize","2016","hg/ha","54299"
"Crops","China, Taiwan Province of","Yield","Maize","2017","hg/ha","60998"
"Crops","China, Taiwan Province of","Yield","Maize","2018","hg/ha","60376"
"Crops","China, Taiwan Province of","Yield","Maize","2019","hg/ha","60108"
"Crops","China, Taiwan Province of","Yield","Potatoes","1961","hg/ha","90000"
"Crops","China, Taiwan Province of","Yield","Potatoes","1962","hg/ha","83220"
"Crops","China, Taiwan Province of","Yield","Potatoes","1963","hg/ha","74832"
"Crops","China, Taiwan Province of","Yield","Potatoes","1964","hg/ha","118809"
"Crops","China, Taiwan Province of","Yield","Potatoes","1965","hg/ha","130762"
"Crops","China, Taiwan Province of","Yield","Potatoes","1966","hg/ha","131378"
"Crops","China, Taiwan Province of","Yield","Potatoes","1967","hg/ha","124759"
"Crops","China, Taiwan Province of","Yield","Potatoes","1968","hg/ha","111328"
"Crops","China, Taiwan Province of","Yield","Potatoes","1969","hg/ha","120964"
"Crops","China, Taiwan Province of","Yield","Potatoes","1970","hg/ha","98148"
"Crops","China, Taiwan Province of","Yield","Potatoes","1971","hg/ha","117256"
"Crops","China, Taiwan Province of","Yield","Potatoes","1972","hg/ha","116481"
"Crops","China, Taiwan Province of","Yield","Potatoes","1973","hg/ha","122175"
"Crops","China, Taiwan Province of","Yield","Potatoes","1974","hg/ha","112908"
"Crops","China, Taiwan Province of","Yield","Potatoes","1975","hg/ha","109736"
"Crops","China, Taiwan Province of","Yield","Potatoes","1976","hg/ha","110762"
"Crops","China, Taiwan Province of","Yield","Potatoes","1977","hg/ha","113610"
"Crops","China, Taiwan Province of","Yield","Potatoes","1978","hg/ha","116228"
"Crops","China, Taiwan Province of","Yield","Potatoes","1979","hg/ha","123372"
"Crops","China, Taiwan Province of","Yield","Potatoes","1980","hg/ha","121700"
"Crops","China, Taiwan Province of","Yield","Potatoes","1981","hg/ha","120416"
"Crops","China, Taiwan Province of","Yield","Potatoes","1982","hg/ha","135912"
"Crops","China, Taiwan Province of","Yield","Potatoes","1983","hg/ha","114831"
"Crops","China, Taiwan Province of","Yield","Potatoes","1984","hg/ha","153731"
"Crops","China, Taiwan Province of","Yield","Potatoes","1985","hg/ha","173290"
"Crops","China, Taiwan Province of","Yield","Potatoes","1986","hg/ha","165717"
"Crops","China, Taiwan Province of","Yield","Potatoes","1987","hg/ha","199201"
"Crops","China, Taiwan Province of","Yield","Potatoes","1988","hg/ha","208979"
"Crops","China, Taiwan Province of","Yield","Potatoes","1989","hg/ha","207912"
"Crops","China, Taiwan Province of","Yield","Potatoes","1990","hg/ha","185208"
"Crops","China, Taiwan Province of","Yield","Potatoes","1991","hg/ha","186548"
"Crops","China, Taiwan Province of","Yield","Potatoes","1992","hg/ha","195774"
"Crops","China, Taiwan Province of","Yield","Potatoes","1993","hg/ha","203692"
"Crops","China, Taiwan Province of","Yield","Potatoes","1994","hg/ha","203183"
"Crops","China, Taiwan Province of","Yield","Potatoes","1995","hg/ha","197125"
"Crops","China, Taiwan Province of","Yield","Potatoes","1996","hg/ha","221511"
"Crops","China, Taiwan Province of","Yield","Potatoes","1997","hg/ha","240321"
"Crops","China, Taiwan Province of","Yield","Potatoes","1998","hg/ha","198797"
"Crops","China, Taiwan Province of","Yield","Potatoes","1999","hg/ha","211961"
"Crops","China, Taiwan Province of","Yield","Potatoes","2000","hg/ha","222970"
"Crops","China, Taiwan Province of","Yield","Potatoes","2001","hg/ha","185981"
"Crops","China, Taiwan Province of","Yield","Potatoes","2002","hg/ha","229940"
"Crops","China, Taiwan Province of","Yield","Potatoes","2003","hg/ha","250930"
"Crops","China, Taiwan Province of","Yield","Potatoes","2004","hg/ha","239940"
"Crops","China, Taiwan Province of","Yield","Potatoes","2005","hg/ha","238861"
"Crops","China, Taiwan Province of","Yield","Potatoes","2006","hg/ha","238887"
"Crops","China, Taiwan Province of","Yield","Potatoes","2007","hg/ha","234599"
"Crops","China, Taiwan Province of","Yield","Potatoes","2008","hg/ha","228639"
"Crops","China, Taiwan Province of","Yield","Potatoes","2009","hg/ha","231070"
"Crops","China, Taiwan Province of","Yield","Potatoes","2010","hg/ha","242348"
"Crops","China, Taiwan Province of","Yield","Potatoes","2011","hg/ha","261432"
"Crops","China, Taiwan Province of","Yield","Potatoes","2012","hg/ha","240768"
"Crops","China, Taiwan Province of","Yield","Potatoes","2013","hg/ha","247837"
"Crops","China, Taiwan Province of","Yield","Potatoes","2014","hg/ha","245033"
"Crops","China, Taiwan Province of","Yield","Potatoes","2015","hg/ha","255163"
"Crops","China, Taiwan Province of","Yield","Potatoes","2016","hg/ha","213007"
"Crops","China, Taiwan Province of","Yield","Potatoes","2017","hg/ha","225027"
"Crops","China, Taiwan Province of","Yield","Potatoes","2018","hg/ha","234691"
"Crops","China, Taiwan Province of","Yield","Potatoes","2019","hg/ha","241574"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1961","hg/ha","32663"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1962","hg/ha","33723"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1963","hg/ha","33583"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1964","hg/ha","37244"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1965","hg/ha","38454"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1966","hg/ha","38086"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1967","hg/ha","38647"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1968","hg/ha","40166"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1969","hg/ha","37126"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1970","hg/ha","39944"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1971","hg/ha","38744"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1972","hg/ha","41429"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1973","hg/ha","39310"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1974","hg/ha","39931"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1975","hg/ha","40085"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1976","hg/ha","43536"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1977","hg/ha","43095"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1978","hg/ha","41120"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1979","hg/ha","42964"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1980","hg/ha","46537"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1981","hg/ha","45044"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1982","hg/ha","47641"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1983","hg/ha","48706"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1984","hg/ha","48419"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1985","hg/ha","48784"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1986","hg/ha","46966"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1987","hg/ha","47907"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1988","hg/ha","49503"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1989","hg/ha","49537"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1990","hg/ha","50272"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1991","hg/ha","53909"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1992","hg/ha","52118"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1993","hg/ha","57119"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1994","hg/ha","56348"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1995","hg/ha","57004"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1996","hg/ha","55524"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1997","hg/ha","56064"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1998","hg/ha","51975"
"Crops","China, Taiwan Province of","Yield","Rice, paddy","1999","hg/ha","54271"
